id,name,status,approved_effect,slot,class,family,class_group,variant,was_recommended,answer_state,owner_note,one_line_summary,provenance,option_a,option_b,option_c
Q1166,Resort towns,unanswered,,rule,S4,S - Map & run structure,S4 - Biome / town effects,,,,,An easy stop,"`DESIGN_REFERENCES.md §E The Fairground, Midway & Business`","Town: lower goals, better shops, no boss","Town: lower goals and better shops, but no card rewards","Town: lower goals and better shops, and the next town's goal rises to compensate"
Q1167,The Rappings,unanswered,,rule,S4,S - Map & run structure,S4 - Biome / town effects,,,,,A town that stays haunted,"`DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal`","Town: answers come by knocks, and debunking the haunting does not lift it",Town: answers come by knocks; debunking it converts the town to a normal one permanently,"Town: answers come by knocks, and the knocks are honest exactly as often as the town is"
Q1168,The Right to Perform,unanswered,,rule,S4,S - Map & run structure,S4 - Biome / town effects,,,,,"Comply, or fight for it",`DESIGN_REFERENCES.md §A14 The Caribbean & Central America`,"Town: comply with a ban for no fame, or resist and play a hazard show for double fame and permanent change","Town: comply for no fame, or resist for double fame at the risk of losing the town for the run","Town: comply, resist, or negotiate, each opening a different show type"
Q1169,The Scam Booking,unanswered,,rule,S4,S - Map & run structure,S4 - Biome / town effects,,,,,There is no venue,"`DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals`","Town: arrive to find no venue; improvise a show where only Commons score, or take the failure","Town: arrive to find no venue; improvise where only Commons score, or oversell beyond your deck for a larger prize","Town: arrive to find no venue, and choose which restriction the improvised show runs under"
Q1170,Town size score requirements,unanswered,,rule,S4,S - Map & run structure,S4 - Biome / town effects,,,,,"Small towns, big cities","`DESIGN_DOC.md §15 Map v4 (FTL, latest)`","Town size sets the score requirement, with small towns cheap and cities dear","Town size sets both the requirement and the reward, scaling together","Town size sets the requirement, and you choose the size you play when you arrive"
Q1171,Tragedy scoring (Circo criollo),unanswered,,rule,S4,S - Map & run structure,S4 - Biome / town effects,,,,,Tragedy sells,`DESIGN_REFERENCES.md §A10 The Americas`,"Drama cards score on failed shows, so losing pays something","Drama cards score on failed shows, and score more the worse the failure","Drama cards score on failed shows, and a failed show with enough of them counts as a win for fame"
Q1172,Add all cards to map,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Every card is somewhere on the map,"`the braindump, line 234`",Every card in the game appears somewhere on the map as a collectible node,"Every card appears on the map, and cards you already own appear as upgrades instead","Every card appears on the map, but only those you have unlocked are visible"
Q1173,Balanced Sleeve,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Everything is equally likely,`cryptid`,"All cards appear in shops with equal probability regardless of rarity, and shops carry extra slots","All cards appear with equal probability, with no extra slots","All cards appear with equal probability, and rarity instead sets the price"
Q1174,Booster node packs,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A pack you take whole,`DESIGN_DOC.md §15 Map (implemented)`,"Booster nodes hand you a five-card pack in full, with no choosing",Booster nodes hand you a five-card pack; you keep three and the rest are discarded,"Booster nodes hand you a five-card pack in full, and one card of your choice leaves the deck"
Q1175,Booster Tag,unanswered,,consumable,S5,S - Map & run structure,S5 - Reward manipulation,,,,,The next pack is twice the pack,`cryptid`,Consumable: the next pack holds double the cards and double the choices,"Consumable: the next pack holds double the cards, but you still keep the same number",Consumable: the next three packs each hold one extra card and one extra choice
Q1176,Buttercup,unanswered,,skill,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Holds a shop item for later,`cryptid`,Stores one shop item; selling this card puts the stored item into the next shop,Stores one shop item; selling this card gives you the stored item directly,"Stores up to three shop items, released one per town"
Q1177,Disaster card packs,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A pack of disasters to pick from,`DESIGN_DOC.md §15 Map content & UX`,Disaster packs appear on the map as a choosable option,Disaster packs appear on the map; taking one pays fame up front and adds hazards later,"Disaster packs appear as an option, and refusing one raises the next town's goal"
Q1178,Fame gates pack rarity,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Fame buys better odds,`DESIGN_DOC.md §15 Map (implemented)`,"Accumulated fame raises a run-wide luck value that gates stamp, skill and type rolls in packs","Accumulated fame raises pack rarity odds directly, with no separate luck value","Accumulated fame raises the luck value, and spending fame at a shop raises it further for one pack"
Q1179,Kitty Printer,unanswered,,skill,S5,S - Map & run structure,S5 - Reward manipulation,,,,,All rewards become one kind,`cryptid`,Every skip reward becomes the same named kind,Every skip reward becomes a kind you choose at run start,Every skip reward becomes the kind you have taken least this run
Q1180,Map high-rarity loose cards,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A single good card lying around,"`the braindump, line 617`",The map sometimes offers a single high-rarity card instead of a pack,"The map sometimes offers a single high-rarity card instead of a pack, at a fame cost","The map sometimes offers a single high-rarity card, and refusing it raises the rarity of the next offer"
Q1181,Red Card,unanswered,,skill,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Paid for what you turn down,`balatro`,Gains a permanent bonus every time you skip a pack,Gains a permanent bonus every time you skip a pack or a map node,"Gains a permanent bonus per skip, and skipping also reveals what you passed up"
Q1182,Redeemed Deck,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Upgrades come with their next tier,`cryptid`,Buying an upgrade also grants its next tier for free,"Buying an upgrade also grants its next tier, but the tier after costs double","Buying an upgrade grants every tier of it at once, and it may never be bought again"
Q1183,Showman,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Duplicates are allowed,`balatro`,Cards may appear in shops and packs more than once per run,"Cards may appear more than once per run, and a second copy of anything costs less","Cards may appear more than once, and owning two copies of one card merges them into an upgraded version"
Q1184,Special suits via packs only,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Some suits only come from packs,`DESIGN_RECOMMENDATIONS.md §2.4 Suits: 4 + specials`,Fireworks and Electric never appear in the base roster and arrive only through packs and effects,"Fireworks and Electric never appear in the base roster, and packs containing them are visibly marked","Special suits arrive only through packs, and any card can be converted to one by an effect"
Q1185,Straw House,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A good night buys better offers,`DESIGN_RECOMMENDATIONS.md §8 Map-layer systems`,"When tips exceed a threshold, the next node's offers gain one rarity tier","When tips exceed a threshold, the next node offers one extra card","Every threshold of tips passed in a show raises the next node's offers by one tier, stacking"
Q1186,Talent pack mulligan,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Open packs by rejecting them,"`DESIGN_DOC.md §18 Rarity, Packs & Collection`",Packs are opened by mulliganing the results; contents are previewable and the mulligan count is upgradable,"Packs are opened by mulliganing, with a fixed two mulligans and no preview",Packs are opened by mulliganing; unseen effects show only a question mark until taken
Q1187,Ten-in-One pack,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Ten cheap acts in one,`DESIGN_REFERENCES.md §A3 Golden Age Western Circus`,Pack: ten Common cards,"Pack: ten Common cards, of which you keep five","Pack: ten Common cards, and any duplicate among them upgrades instead"
Q1188,The At Liberty pool,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Somebody else's cast-offs,"`DESIGN_REFERENCES.md §E The Fairground, Midway & Business`","Between towns, hire discounted cards that other shows have dropped","Between towns, hire discounted cards other shows dropped; the pool is built from cards you yourself sold","Between towns, hire discounted cards other shows dropped, with the discount growing the longer one sits unhired"
Q1189,The Boss Trade,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A large reward you have to give something up for,"Slay the Spire, Vault of the Void, Wildfrost, Monster Sanctuary and Griftlands",Rule: after each boss you are offered a large permanent effect that replaces one you already carry,Rule: after each boss you are offered a large permanent effect at the cost of a permanent restriction of your choice,"Rule: after each boss you are offered three large permanent effects and must take one, drawbacks included"
Q1190,The Carousel,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A shared draft you physically move through,Teamfight Tactics and Super Auto Pets,"Rule: at intervals, a rotating ring of cards is offered and you take one by moving to it, with earlier picks going to whoever is furthest behind","Rule: at intervals, a ring of cards is offered and picks go in score order, best first","Rule: at intervals a ring of cards is offered, each carrying an attached stamp, and you take the pair together"
Q1191,The Gathering,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Everything on offer at once,`DESIGN_REFERENCES.md §A12 Australia & Oceania`,"Festival node: every regional card pool is available at once, one purchase from each","Festival node: every pool is available at once, with one purchase total","Festival node: every pool is available, and each purchase raises the price of the rest"
Q1192,The Gift Exchange,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Trade blind,`DESIGN_REFERENCES.md §A14 The Caribbean & Central America`,"Trade one of your cards for one of the town's, both sides choosing blind",Trade one of your cards for one of the town's; you choose knowingly and they choose blind,"Trade blind, and you may refuse once after seeing what you would get"
Q1193,The Museum of Humbugs,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A cheap fake that might not be,`DESIGN_RECOMMENDATIONS.md §9 Events`,Buy a cheap fake card with a small chance of secretly being a Legendary,"Buy a cheap fake card with a small chance of being Legendary, revealed only when it first scores",Buy a cheap fake with a chance of being Legendary; inspecting it before play reveals the truth but voids the bargain
Q1194,The New Act,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A preview of something not unlocked yet,"`DESIGN_REFERENCES.md §E The Fairground, Midway & Business`",A mechanic you have not unlocked appears for one show as a preview,"A mechanic you have not unlocked appears for one show, and completing that show unlocks it early","An unlocked-elsewhere mechanic appears for one show, chosen from what you are closest to unlocking"
Q1195,The Showbag,unanswered,,consumable,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A cheap bag with one thing you wanted,`CARD_CATALOG`,"Consumable pack: four random Commons, one of them guaranteed to be a Concessions card","Consumable pack: four random Commons, one of them guaranteed to be a class you name",Consumable pack: four random Commons; you keep two and the rest are discarded
Q1196,Unlockable ruleset card packs,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,A pack that changes the rules,"`the braindump, line 331`",An unlockable pack of cards that alter the game's fundamental rules,"An unlockable pack of rule-changing cards, of which you may hold only one at a time","An unlockable pack of rule-changing cards, and taking one removes an existing rule to make room"
Q1197,Upgraded pack results with stamps,unanswered,,rule,S5,S - Map & run structure,S5 - Reward manipulation,,,,,Pack results can come out better,"`the braindump, line 613`","Pack results have a chance to arrive upgraded, carrying bonus types and stamps","Pack results have a chance to arrive upgraded, and re-rolling forfeits any upgrade already rolled","Pack results have a chance to arrive upgraded, rising with the fame you have banked"
Q1198,Antique poster / benefit show,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,A show played for one card,`DESIGN_REFERENCES.md §A3 Golden Age Western Circus`,"Map event: all of a show's proceeds go to one card of your choice, buffing it massively","Map event: all of a show's proceeds go to one card, buffing it by the fraction of the goal you exceeded","Map event: all proceeds go to one card, and that card cannot be sold for the rest of the run"
Q1199,Fantasyland,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,A strong result changes how the next show is dealt,Open-Face Chinese Poker and poker variants,Rule: a strong enough hand in a named line means the next show deals its whole Entrance at once instead of five at a time,Rule: a strong enough hand in a named line means the next show starts with a card already placed where you want it,"Rule: a strong enough hand means the next show deals the whole Entrance at once, and staying in it requires repeating the feat"
Q1200,Gym node (Zurkhaneh),unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,A gym with a code of honour,"`DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia`","Map node: permanently +1 rank to one card, but only if that card has never destroyed another","Map node: permanently +1 rank to one card, with no condition","Map node: permanently +1 rank to one card that has never destroyed another, or +2 if it has never been covered either"
Q1201,Head of state attends,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,Someone important is watching,`DESIGN_REFERENCES.md §A3 Golden Age Western Circus`,Passing this show permanently raises the fame floor for the rest of the run,Passing this show permanently raises the fame floor; failing it lowers the ceiling,"Passing this show raises the fame floor, and the raise is larger the further past the goal you get"
Q1202,History-driven strike/tax events,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,Your habits catch up with you,`DESIGN_DOC.md §21 Events & Encounters`,"Events fire from run behaviour: cutting too many skill cards causes a strike, hoarding too many cards causes a tax","Events fire from run behaviour, and you are warned one town before each one triggers","Events fire from run behaviour, and each one can be bought off with fame at the town before"
Q1203,Meal call (cookhouse flag),unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,A rest between regions,"`DESIGN_REFERENCES.md §E The Fairground, Midway & Business`","Once per region, a rest tick clears one debuff from every card","Once per region, a rest tick clears all debuffs from one card of your choice","Once per region, a rest tick clears one debuff per card, or two if you skip the region's shop"
Q1204,Panem et circenses free show,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,"Play for free, earn goodwill",`DESIGN_REFERENCES.md §A1 The Ancient World`,"Give a free show: no gold, a large fame gain and increased town loyalty","Give a free show: no gold, a large fame gain, and the town's shop is permanently cheaper",Give a free show: no gold and a large fame gain; loyalty earned this way can be spent to skip a later hazard
Q1205,Reward fast/lean wins,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,Winning lean is worth something,"`the braindump, line 564`",Winning a show quickly or with few cards pays extra gold,Winning a show quickly or with few cards buffs the cards left in the deck,"Winning quickly pays gold, and winning with few cards buffs the deck, and doing both pays a further bonus"
Q1206,The Barrel,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,"One enormous night, no money",`DESIGN_REFERENCES.md §A10 The Americas`,A one-time colossal fame gain with no gold reward at all,A one-time colossal fame gain that costs all the gold you are holding,"A one-time colossal fame gain, available only once your fame is already above a threshold"
Q1207,The Fire (venue loss),unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,The venue burns down,`DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic`,"Map event: lose a venue mid-tour, choosing between an insurance payout and a rebuild",Map event: lose a venue mid-tour; the insurance payout is gold and the rebuild is a permanent bonus,"Map event: lose a venue mid-tour, and whichever you choose defines the character of the next few towns"
Q1208,The friendly grapple (Glíma),unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,A bout with nothing on it,"`DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe`",Map node: test a card against a boss's stats with nothing at stake,"Map node: test a card against a boss with nothing at stake, and learn one of the boss's hidden rules","Map node: a no-stakes bout that, if won, lowers that boss's goal when you meet it for real"
Q1209,The Lantern Roast,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,The town laughs at your failures,"`DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe`",Map event: the town satirises your run's failures; accept for fame or take offence for a fight,"Map event: the town satirises your failures, and the fame paid scales with how badly the run has gone",Map event: the town satirises your failures; accepting pays fame and permanently marks one card as the butt of the joke
Q1210,The Pie Car,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,"Rest, or gamble",`DESIGN_RECOMMENDATIONS.md §9 Events`,"Rest node: heal one debuff, or gamble at a rigged game for a small chance at a large win","Rest node: heal one debuff, or gamble the heal itself for a chance at healing everything","Rest node: heal one debuff, or gamble at a rigged game you may cheat at if you hold the right card"
Q1211,The Rest Stop,unanswered,,rule,S6,S - Map & run structure,S6 - Between-show effects,,,,,"Rest, or improve","Slay the Spire, Vault of the Void, Wildfrost, Monster Sanctuary and Griftlands","Rule: between shows you choose exactly one of two: restore the run resource you are short of, or permanently upgrade one card","Rule: between shows you choose one of three: restore, upgrade one card, or remove one card","Rule: between shows you choose one of two, and each show you choose the same one makes it cheaper and the other dearer"
Q1212,The Cancelled Date,unanswered,,rule,S7,S - Map & run structure,S7 - Extra life,,,,,A show that never happened,generated,"Rule: one failed show per run is struck from the record, costing its rewards but not the tour","Rule: one failed show per run is struck from the record, and the town is removed from the route","Rule: one failed show per run is struck, and the fame you would have earned is halved and paid anyway"
Q1213,The Insurance Policy,unanswered,,consumable,S7,S - Map & run structure,S7 - Extra life,,,,,"One failure, covered",written to fill thin taxonomy classes,"Consumable: the next show lost this run is refunded, and the run continues as if it had been cleared at exactly target","Consumable: the next show lost this run is refunded, but the run keeps none of that show rewards and the next target rises",Consumable: the next show lost this run is replayed once from the start with the same deck
Q1214,The Second House,unanswered,,consumable,S7,S - Map & run structure,S7 - Extra life,,,,,Play the room again,generated,Consumable: replay a failed show from the start with the same deck and a new card order,Consumable: replay a failed show from the start with the identical card order,"Consumable: replay a failed show, keeping whatever score you had already banked"
Q1215,The Understudy,unanswered,,skill,S7,S - Map & run structure,S7 - Extra life,,,,,Somebody goes on in your place,generated,"Once per run, a failed show is survived and the tour continues, at the cost of this card","Once per run, a failed show is survived and the tour continues at no cost","Once per run, a failed show is survived, and the next show's goal rises by what you fell short by"
Q1216,Biome tour structure,unanswered,,rule,S8,S - Map & run structure,S8 - Run length,,,,,A tour with gates in it,`DESIGN_DOC.md §15 Map v3 (Biome tour)`,"The run is split into biomes that change map generation, with a fame gate roughly every ten shows","The run is split into biomes that change map generation, with a fame gate at each biome boundary","The run is split into biomes you pick the order of before the tour starts, each with its own fame gate"
Q1217,Endless bookings,unanswered,,rule,S8,S - Map & run structure,S8 - Run length,,,,,The contracts get absurd,`DESIGN_RECOMMENDATIONS.md §2.2 Alt win cons: The Booking`,"In endless mode, each repeat's booking terms become more extreme","In endless mode, each repeat adds one clause to the booking, stacking","In endless mode, each repeat's booking is drawn from progressively harsher pools, and you may reject one per lap"
Q1218,Endless lap reversal,unanswered,,rule,S8,S - Map & run structure,S8 - Run length,,,,,The tour turns around and goes back,`DESIGN_DOC.md §15 Map (implemented)`,"Finishing a lap reverses the tour end to start on the same map, with goals scaling per lap","Finishing a lap reverses the tour, and every town you already played is harder the second time","Finishing a lap reverses the tour, and the towns you skipped the first time are the only ones available"
Q1219,Redeo,unanswered,,skill,S8,S - Map & run structure,S8 - Run length,,,,,Buy your way closer to the end,`cryptid`,Spend a rising sum of gold to shorten the tour by one town; the price doubles each time,"Spend a fixed sum of gold to shorten the tour by one town, any number of times","Spend a rising sum to shorten the tour, and the fame requirement of the remaining towns rises to match"
Q1220,Residency mode,unanswered,,rule,S8,S - Map & run structure,S8 - Run length,,,,,Stay in one city and let it change,`DESIGN_REFERENCES.md §G The Modern Era`,Endless mode: stay in one city that evolves each show instead of circling the map,"Endless mode: stay in one city that evolves, and every fifth show it changes character entirely","Endless mode: stay in one city, and each show you choose which of its aspects escalates"
Q1221,The Joke,unanswered,,rule,S8,S - Map & run structure,S8 - Run length,,,,,Overshoot far enough and skip ahead,`cryptid`,Scoring more than double the goal jumps you forward several towns at once,Scoring more than double the goal jumps you forward one town,Scoring more than double the goal lets you choose between jumping ahead or taking the reward twice
Q1222,Hype Poster,unanswered,,consumable,S9,S - Map & run structure,S9 - Hype / stakes,,,,,"Consumable: doubles the next show's fame requirement, in exchange for its rewards scaling up two tiers",`CARD_CATALOG`,Consumable: the next show's goal doubles and its rewards scale up two tiers,Consumable: the next show's goal rises 50% and its rewards scale up one tier,"Consumable: you set the next show's goal multiplier yourself, and the rewards scale with whatever you set"
Q1223,The Escalating Stakes,unanswered,,skill,S9,S - Map & run structure,S9 - Hype / stakes,,,,,"Raise the bar yourself, before you know the deck","Peglin, Dicey Dungeons and Astrea: Six-Sided Oracles","Cue at show start: raise the show target by half; if you clear it, the show pays double and the next show pays a step more as well","Cue at show start: raise the show target by half; if you clear it the show pays double, and if you miss it you lose the show",Cue at show start: raise the target by any amount you name; the payout scales with how much you raised it
Q1224,The Standing Wager,unanswered,,rule,S9,S - Map & run structure,S9 - Hype / stakes,,,,,The stake carries between shows,"Peglin, Dicey Dungeons and Astrea: Six-Sided Oracles",Rule: a stake raised in one show carries into the next at the same level unless you pay to lower it,Rule: a stake raised in one show carries into the next and rises again automatically each show you clear,"Rule: a stake raised in one show resets at the next, but clearing it banks a permanent reward"
Q1225,The Understated Bill,unanswered,,consumable,S9,S - Map & run structure,S9 - Hype / stakes,,,,,"Promise less, and be paid for the surprise","Peglin, Dicey Dungeons and Astrea: Six-Sided Oracles","Consumable: lower the show target; the show pays less, but every step scored above the lowered target pays at the original rate plus a bonus","Consumable: lower the show target and the payout together, and bank the difference as a permanent reward","Consumable: lower the show target for this act only, and the next act's target absorbs what you took off"
Q1226,Storyteller,unanswered,,skill,T1,T - Cross-show & meta,T1 - Carry score forward,,,,,Keeps some of it for next time,`DESIGN_DOC.md §14.1 Skills/Feats`,Carries a portion of this show's score into the next show's opening total,"Carries a portion of this show's unspent score forward, and the portion grows each show it goes unspent","Carries a portion forward, and you choose whether to bank it as score or as fame"
Q1227,The Banked Act,unanswered,,consumable,T1,T - Cross-show & meta,T1 - Carry score forward,,,,,Set score aside instead of taking it,"written to deepen families Q, V, T and O",Consumable: bank one act payout instead of scoring it; it pays out in the next show at one and a half times,"Consumable: bank one act payout; it pays out whenever you choose, growing a step each show it waits","Consumable: bank one act payout; it pays out at run end at triple, and is lost if the run ends badly"
Q1228,The Deficit,unanswered,,rule,T1,T - Cross-show & meta,T1 - Carry score forward,,,,,Falling short follows you,"Slay the Spire, Vault of the Void, Wildfrost, Monster Sanctuary and Griftlands",Rule: a show cleared by less than a tenth of its target starts the next show with that gap added to the target,"Rule: a show cleared by a narrow margin raises the next target, and a show cleared by a wide one lowers it","Rule: a show cleared narrowly raises the next target, and clearing that one anyway pays a bonus"
Q1229,The Griot,unanswered,,skill,T1,T - Cross-show & meta,T1 - Carry score forward,,,,,"Preserves up to 20% of a show's unspent score into the next show's opening total, and re-triggers one chosen effect from last show at the next show's start",`CARD_CATALOG`,"Carries up to 20% of a show's unspent score into the next show's opening total, and re-fires one chosen effect from last show at the next show's start",Carries up to 20% of a show's unspent score into the next show's opening total,"Carries up to 20% of unspent score forward, and the carried amount compounds if it goes unspent again"
Q1230,The Open Ledger,unanswered,,stamp,T1,T - Cross-show & meta,T1 - Carry score forward,,,,,One line that never resets,"written to deepen families Q, V, T and O",The line this card sits in keeps its running total between shows rather than resetting,"The line this card sits in keeps its total between shows, and the total is paid out in full the first time the line completes as a made hand","The line this card sits in keeps its total between shows, halving at each boundary"
Q1231,The Overrun,unanswered,,rule,T1,T - Cross-show & meta,T1 - Carry score forward,,,,,Score above the target does not evaporate,"Slay the Spire, Vault of the Void, Wildfrost, Monster Sanctuary and Griftlands",Rule: score above the show target carries into the next show as opening score,Rule: half the score above the target carries into the next show as opening score,"Rule: score above the target carries into the next show, but only if you end the show without using an undo"
Q1232,Bamberg dynasty saves,unanswered,,skill,T2,T - Cross-show & meta,T2 - Carry card state forward,,,,,A line of decks that inherits,`DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic`,"One card is inherited by the next run, keeping whatever it gained in this one","One card of your choice is inherited by the next run at its starting state, not its final one","One card is inherited by the next run, and each generation it survives adds a permanent bonus"
Q1233,Monster,unanswered,,skill,T2,T - Cross-show & meta,T2 - Carry card state forward,,,,,Future copies start stronger,`cryptid`,Every future copy of this card starts with a bonus this one has accumulated,"Every future copy starts with a bonus, carried across runs on the same profile","Every future copy starts stronger, and this card weakens as its copies grow"
Q1234,Per-card personal bests,unanswered,,rule,T2,T - Cross-show & meta,T2 - Carry card state forward,,,,,The card remembers its own record,`DESIGN_REFERENCES.md §G The Modern Era`,"Personal bests are recorded on the card itself, and beating one fires a fame event","Personal bests are recorded on the card, and beating one permanently raises that card's floor","Personal bests are recorded per card, and a card that beats its record three times gains a rarity tier"
Q1235,The Belt,unanswered,,stamp,T2,T - Cross-show & meta,T2 - Carry card state forward,,,,,"Exactly one card in the save file holds this stamp at a time; it scores double, and a challenge boss can take it and it must be won back",`CARD_CATALOG`,"Exactly one card in the save file carries this stamp; it scores double, and a challenge boss can take it and must be beaten to win it back",Exactly one card in the save file carries this stamp; it scores double and can be moved to another card between runs,Exactly one card in the save file carries this stamp; it scores double and its bonus grows with every run it survives
Q1236,The Green Room,unanswered,,rule,T2,T - Cross-show & meta,T2 - Carry card state forward,,,,,"Between shows, the deck is yours to arrange","Slay the Spire, Vault of the Void, Wildfrost, Monster Sanctuary and Griftlands","Rule: between shows you may reorder the whole deck freely, knowing the next show's rule card","Rule: between shows you may move any three cards to the top of the deck, knowing the next show's rule card","Rule: between shows you may reorder the deck freely, but the next show's rule card stays hidden until the first act"
Q1237,The Long Memory,unanswered,,skill,T2,T - Cross-show & meta,T2 - Carry card state forward,,,,,A card that remembers what it did,"Slay the Spire, Vault of the Void, Wildfrost, Monster Sanctuary and Griftlands","This card records the highest-scoring line it was ever part of, and scores a fraction of that total every show thereafter","This card records the highest-scoring line it was part of this run, and matching that line again scores it double","This card records every hand type it has been part of, and scores a step for each distinct one"
Q1238,The Press Book,unanswered,,skill,T2,T - Cross-show & meta,T2 - Carry card state forward,,,,,A card that keeps a record of the run,"written to deepen families Q, V, T and O","This card records each distinct hand type scored anywhere this run, and scores a step per record","This card records each distinct hand type scored this run, and once it holds five it may spend them all for one enormous payout",This card records the single best act of the run and re-fires that act's highest-scoring effect once per show
Q1239,Biome/route meta-unlocks,unanswered,,rule,T3,T - Cross-show & meta,T3 - Unlocks as effects,,,,,"More world, unlocked over time",`DESIGN_DOC.md §15 Map content & UX`,Meta progress unlocks additional biomes and lengthens the possible route,Meta progress unlocks additional biomes; route length is fixed and you choose which biomes fill it,"Meta progress unlocks additional biomes, and each biome unlocked adds one card to the global pool"
Q1240,Card unlock tracks,unanswered,,rule,T3,T - Cross-show & meta,T3 - Unlocks as effects,,,,,Two ways to unlock things,`DESIGN_DOC.md §19 Meta Progression`,"Specific in-game actions unlock specific cards, while a separate threshold track unlocks commons through generic progress","Every unlock runs off one generic progress track, with no action-specific unlocks","Specific actions unlock specific cards; the generic track unlocks commons, and rarer cards need archetype-specific play"
Q1241,Lore scraps unlock,unanswered,,rule,T3,T - Cross-show & meta,T3 - Unlocks as effects,,,,,Scraps of a story you unlock,`DESIGN_DOC.md §19 Meta Progression`,Wins and specific actions unlock lore scraps,"Wins and specific actions unlock lore scraps, and completing a set unlocks a card","Wins unlock lore scraps that each name a condition for the next one, forming a chain"
Q1242,Route-length achievements,unanswered,,rule,T3,T - Cross-show & meta,T3 - Unlocks as effects,,,,,Distance travelled counts for something,`DESIGN_REFERENCES.md §B3 Strength & Endurance`,Achievements for total map distance walked across all runs,"Achievements for total distance walked, each unlocking a card",Total distance walked feeds a permanent bonus rather than discrete achievements
Q1243,Speedrun endless categories,unanswered,,rule,T3,T - Cross-show & meta,T3 - Unlocks as effects,,,,,Endless mode has categories,`DESIGN_REFERENCES.md §G The Modern Era`,Endless rulesets ship as named speedrun categories with per-category personal bests,"Endless rulesets ship as named categories, and each has its own unlock track","Endless rulesets ship as named categories you can combine, with records kept per combination"
Q1244,The Exile (daily challenge),unanswered,,rule,T3,T - Cross-show & meta,T3 - Unlocks as effects,,,,,"A fixed board, once a day","`DESIGN_REFERENCES.md §D Cards, Gambling & Fortune`",A hard fixed layout offered as a daily challenge,"A hard fixed layout as a daily challenge, with a shared leaderboard seed","A hard fixed layout as a daily challenge, and beating it grants a card for the next normal run"
Q1245,The Reputation,unanswered,,rule,T3,T - Cross-show & meta,T3 - Unlocks as effects,,,,,What you did last show changes what is offered,"Slay the Spire, Vault of the Void, Wildfrost, Monster Sanctuary and Griftlands",Rule: the hand type you scored most last show is offered more often in the next shop and pack,"Rule: the hand type you scored most last show is offered more often, and the one you never scored is offered at a discount","Rule: the hand type you scored most last show is offered more often, and permanently levels up once you have led with it three shows running"
